,Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,FullAddress,Unnamed: 0,long,lat
2401,09,Treptow-Köpenick,9160330,Kita Knirpsenbude,Ottomar-Geschke-Str. 013-15,12555,44383601,200.0,Kindertagesstätte,1202.0,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,Ottomar-Geschke-Str. 013-15 12555 Berlin,2333,13.5662695,52.4489841
2402,09,Treptow-Köpenick,9160340,EKT - WindFee,Goethestr. 002,12459,32533402,30.0,Eltern-Initiativ-Kindertagesstätte,1189.0,WindFee e.V.,Elterninitiativ-Kinderladen,Goethestr. 002 12459 Berlin,2334,13.514407,52.46438329999999
2403,09,Treptow-Köpenick,9160350,Zwergenstübchen,Ottomar-Geschke-Str. 081,12555,651 97 57,85.0,Kindertagesstätte,1320.0,Märkische Kita und Schule gGmbH,Sonstiger freier Träger,Ottomar-Geschke-Str. 081 12555 Berlin,2335,13.5617376,52.4435143
2404,09,Treptow-Köpenick,9160360,Kita Offensiv' 91/Pablo-Neruda-Str. 12 -13,Pablo-Neruda-Str. 012,12559,654 00 07,152.0,Kindertagesstätte,1201.0,offensiv 91 e.V.,Sonstiger freier Träger,Pablo-Neruda-Str. 012 12559 Berlin,2336,13.5901271,52.4420251
2405,09,Treptow-Köpenick,9160410,AWO Kita Müggelzwerge,Peter-Hille-Str. 004,12587,645 56 77,75.0,Kindertagesstätte,152.0,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,Arbeiterwohlfahrt,Peter-Hille-Str. 004 12587 Berlin,2337,13.6207834,52.4546186
2406,09,Treptow-Köpenick,9160430,"IB-Kita, Internationaler Bund",Rudower Str. 060,12557,655 41 31,80.0,Kindertagesstätte,8377.0,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,Rudower Str. 060 12557 Berlin,2338,13.562093,52.4431034
2407,09,Treptow-Köpenick,9160460,KITA Eichkater,Fürstenwalder Allee 178,12589,(030) 6489426,110.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Fürstenwalder Allee 178 12589 Berlin,2339,13.7031356,52.4344682
2408,09,Treptow-Köpenick,9160470,KITA Schneckenhaus,Stillerzeile 136-138,12587,(030) 6454582,220.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Stillerzeile 136-138 12587 Berlin,2340,13.6007437,52.45378359999999
2409,09,Treptow-Köpenick,9160480,Kita Spitzerstr. 8/Kitas SüdOst,Spitzerstr. 008,12557,651 94 81,75.0,Kindertagesstätte,122.0,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,Eigenbetrieb,Spitzerstr. 008 12557 Berlin,2341,13.5774549,52.4422103
2410,09,Treptow-Köpenick,9160500,Kita Uhlenhorster Str. 27/Kitas SüdOst,Uhlenhorster Str. 027,12555,657 19 39,95.0,Kindertagesstätte,122.0,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,Eigenbetrieb,Uhlenhorster Str. 027 12555 Berlin,2342,13.5926948,52.4620994
2411,09,Treptow-Köpenick,9160520,Kita Offensiv' 91/Wassersportallee 4,Wassersportallee 004,12527,674 39 15,50.0,Kindertagesstätte,1201.0,offensiv 91 e.V.,Sonstiger freier Träger,Wassersportallee 004 12527 Berlin,2343,13.5826252,52.4175292
2412,09,Treptow-Köpenick,9160530,IntegrationsKITA Hand in Hand,Salvador-Allende-Str. 047-49,12559,(030) 6540092,130.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Salvador-Allende-Str. 047-49 12559 Berlin,2344,13.5917436,52.4440026
2413,09,Treptow-Köpenick,9160530,IntegrationsKITA Hand in Hand,Salvador-Allende-Str. 047-49,12559,(030) 6540092,130.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Salvador-Allende-Str. 047-49 12559 Berlin,2410,13.5917436,52.4440026
2414,09,Treptow-Köpenick,9161410,Kita Hand in Hand heilpädagogische Gruppe,Salvador-Allende-Str. 047-49,12559,6540092,5.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Salvador-Allende-Str. 047-49 12559 Berlin,2344,13.5917436,52.4440026
2415,09,Treptow-Köpenick,9161410,Kita Hand in Hand heilpädagogische Gruppe,Salvador-Allende-Str. 047-49,12559,6540092,5.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Salvador-Allende-Str. 047-49 12559 Berlin,2410,13.5917436,52.4440026
2416,09,Treptow-Köpenick,9160580,Kita der Ev. Kirchengem. Berlin-Friedrichshagen,Peter-Hille-Str. 099,12587,645 18 57,75.0,Kindertagesstätte,207.0,Ev. Kirchengemeinde Berlin-Friedrichshagen,Diakonisches Werk,Peter-Hille-Str. 099 12587 Berlin,2345,13.6207204,52.448709
2417,09,Treptow-Köpenick,9160590,Kita der Ev. Kirchengem. Schmöckwitz,Alt-Schmöckwitz 001,12527,6781 8626,35.0,Kindertagesstätte,280.0,Verband evangelischer Kindertageseinrichtungen Süd,Diakonisches Werk,Alt-Schmöckwitz 001 12527 Berlin,2346,13.6493894,52.3753572
2418,09,Treptow-Köpenick,9160600,Evangelische Kindertagesstätte (G) Köpenick,Am Generalshof 007,12555,657 14 61,48.0,Kindertagesstätte,455.0,Ev. St.-Laurentius-Kirchengemeinde Köpenick,Diakonisches Werk,Am Generalshof 007 12555 Berlin,2347,13.5750612,52.4523482
2419,09,Treptow-Köpenick,9160610,Kita der Ev. Kirchengem. Christuskirche Oberschöneweide,Griechische Allee 059,12459,535 30 15,50.0,Kindertagesstätte,206.0,Ev. Kirchengemeinde Christuskirche Oberschöneweide,Diakonisches Werk,Griechische Allee 059 12459 Berlin,2348,13.5233326,52.4635495
2420,09,Treptow-Köpenick,9160620,Kita St. Josefsstift,Joachimstr. 011,12555,6527110,62.0,Kindertagesstätte,7410.0,Kath. Pfarrei St. Josef,Deutscher Caritasverband,Joachimstr. 011 12555 Berlin,2349,13.5723878,52.4542017
2421,09,Treptow-Köpenick,9160630,"Evangelischer Kindergarten ""Arche Noah""",Püttbergeweg 084,12589,648 90 44,48.0,Kindertagesstätte,456.0,Ev. Kirchengemeinde Rahnsdorf,Diakonisches Werk,Püttbergeweg 084 12589 Berlin,2350,13.7024598,52.4411497
2422,09,Treptow-Köpenick,9160640,Evangelische Kindertagesstätte (R) Köpenick,Rudower Str. 023,12557,655 44 49,28.0,Kindertagesstätte,455.0,Ev. St.-Laurentius-Kirchengemeinde Köpenick,Diakonisches Werk,Rudower Str. 023 12557 Berlin,2351,13.5658502,52.4439825
2423,09,Treptow-Köpenick,9160660,Kindertagesstätte Hl. Maria Magdalena,Weiskopffstr. 012-13,12459,63979068 - 70/68,130.0,Kindertagesstätte,300.0,Caritas Familien- und Jugendhilfe gGmbH,Deutscher Caritasverband,Weiskopffstr. 012-13 12459 Berlin,2352,13.5415247,52.4576169
2424,09,Treptow-Köpenick,9160670,Kita Wattstr. 14/Kitas SüdOst,Wattstr. 014,12459,535 09 90,30.0,Kindertagesstätte,122.0,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,Eigenbetrieb,Wattstr. 014 12459 Berlin,2353,13.5096701,52.4665714
2425,09,Treptow-Köpenick,9160700,Kita Emrichstr. 51/Kitas SüdOst,Emrichstr. 051,12587,64 19 78 09,75.0,Kindertagesstätte,122.0,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,Eigenbetrieb,Emrichstr. 051 12587 Berlin,2354,13.6211779,52.4493449
2426,09,Treptow-Köpenick,9160720,Kita Landjägerstr. 7/9/Kitas SüdOst,Landjägerstr. 007/9,12555,654 41 15,190.0,Kindertagesstätte,122.0,Kindertagesstätten SüdOst Eigenbetrieb von Berlin,Eigenbetrieb,Landjägerstr. 007/9 12555 Berlin,2355,13.5819503,52.4444969
2427,09,Treptow-Köpenick,9160730,Kita Wirsi-Kids,Wirsitzer Weg 002-004,12555,3064509931,200.0,Kindertagesstätte,1329.0,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,Wirsitzer Weg 002-004 12555 Berlin,2356,13.579904,52.46619099999999
2428,09,Treptow-Köpenick,9160760,Kita Kinder in Bewegung (KiB),Waldstr. 008,12589,648 96 67,50.0,Kindertagesstätte,1329.0,Kinder in Bewegung gGmbH Gemeinnützige Kindergarten-Trägergesellschaft des Berliner Sports,Sonstiger freier Träger,Waldstr. 008 12589 Berlin,2357,13.7276346,52.4274966
2429,09,Treptow-Köpenick,9160770,Kita Rahnsdorfer Spatzen,Fürstenwalder Allee 115,12589,030 6489 211,54.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Fürstenwalder Allee 115 12589 Berlin,2358,13.69827,52.43642
2430,09,Treptow-Köpenick,9160780,Kita Grüne Aue,Baderseestr. 001-5,12527,030 6744 553,153.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Baderseestr. 001-5 12527 Berlin,2359,13.5791635,52.4155649
2431,09,Treptow-Köpenick,9160790,EKT Friedrichshagener Kinderladen,Drachholzstr. 002,12587,0123456789,18.0,Eltern-Initiativ-Kindertagesstätte,1128.0,Friedrichshagener Kinderladen e.V.,Elterninitiativ-Kinderladen,Drachholzstr. 002 12587 Berlin,2360,13.6250473,52.4529613
2432,09,Treptow-Köpenick,9160800,EKT - Kleine Fische-ganz groß,Adlergestell 776,12527,7521317,35.0,Eltern-Initiativ-Kindertagesstätte,1130.0,Kleine Fische - ganz groß e. V.,Elterninitiativ-Kinderladen,Adlergestell 776 12527 Berlin,2361,13.6482604,52.3759096
2433,09,Treptow-Köpenick,9160810,Montessori Kinderhaus,Köpenzeile 125,12557,330999001,75.0,Eltern-Initiativ-Kindertagesstätte,7801.0,Montessori-Stiftung Berlin (MSB),Sonstiger freier Träger,Köpenzeile 125 12557 Berlin,2362,13.5950961,52.4279805
2434,09,Treptow-Köpenick,9160830,DASI Kita Friedrichshagen,Peter-Hille-Str. 026,12587,030 / 6455676,96.0,Kindertagesstätte,1356.0,Diakonische Arbeitsgemeinschaft Sozialpädagogischer Initiativen DASI Berlin gGmbH,Diakonisches Werk,Peter-Hille-Str. 026 12587 Berlin,2363,13.6204468,52.4534501
2435,09,Treptow-Köpenick,9160870,Kleiner Fratz,Karolinenhofweg 003,12527,83217283,35.0,Kindertagesstätte,9033.0,Kleiner Fratz City Süd GmbH,Sonstiger freier Träger,Karolinenhofweg 003 12527 Berlin,2364,13.6308504,52.39574030000001
2436,09,Treptow-Köpenick,9160880,Kindergarten Unser Haus,Albert-Schweitzer-Str. 060a,12587,81801746,40.0,Eltern-Initiativ-Kindertagesstätte,7711.0,Integrativer Kindergarten Unser Haus e. V.,Sonstiger freier Träger,Albert-Schweitzer-Str. 060a 12587 Berlin,2365,13.6241785,52.4538175
2437,09,Treptow-Köpenick,9160890,Kita Traumzauberland,Peter-Hille-Str. 030,12587,650 76 102,70.0,Kindertagesstätte,7713.0,Berliner Traumzauberland gGmbH,Sonstiger freier Träger,Peter-Hille-Str. 030 12587 Berlin,2366,13.6194622,52.4533517
2438,09,Treptow-Köpenick,9160920,KITA Die kleinen Füchse,Rudower Str. 037-39,12557,(030) 65075230,67.0,Kindertagesstätte,1355.0,Käpt'n Browser gemeinnützige Gesellschaft mit beschränkter Haftung,Sonstiger freier Träger,Rudower Str. 037-39 12557 Berlin,2367,13.5641767,52.4438878
2439,09,Treptow-Köpenick,9160930,Kinderhaus kleine Entdecker,Kietzer Str. 005,12555,030/65499770,30.0,Kindertagesstätte,7925.0,kleine Entdecker e. V.,Sonstiger freier Träger,Kietzer Str. 005 12555 Berlin,2368,13.5773942,52.4449027
2440,09,Treptow-Köpenick,9160940,Kita Kleine Helden Köpenick,Müggelheimer Str. 045,12555,64495045,24.0,Kindertagesstätte,7928.0,Kita Kleine Helden Köpenick gGmbH,Sonstiger freier Träger,Müggelheimer Str. 045 12555 Berlin,2369,13.5820519,52.4428168
2441,09,Treptow-Köpenick,9160950,Kita Zauberblümchen,Landjägerstr. 011,12555,54462892/4,84.0,Kindertagesstätte,7929.0,Gemeinnützige Interkultureller Start UG (haftungsbeschränkt),Sonstiger freier Träger,Landjägerstr. 011 12555 Berlin,2370,13.5809058,52.44421089999999
2442,09,Treptow-Köpenick,9160960,Kita Wilhelminenhofstraße,Wilhelminenhofstr. 045A/B,12459,23366328,28.0,Kindertagesstätte,757.0,Nefeli e.V.,Elterninitiativ-Kinderladen,Wilhelminenhofstr. 045A/B 12459 Berlin,2371,13.5229673,52.46031840000001
2443,09,Treptow-Köpenick,9160970,Kita Sonnentropfen,An der Wuhlheide 232B,12459,24537209,76.0,Kindertagesstätte,8283.0,Spree-Kinder gemeinnützige GmbH,Sonstiger freier Träger,An der Wuhlheide 232B 12459 Berlin,2372,13.5522754,52.4556192
2444,09,Treptow-Köpenick,9161000,Bude-Kids,Alfred-Randt-Str. 060,12559,61795967,20.0,Kindertagesstätte,8161.0,Sylvester e. V. Berlin,Sonstiger freier Träger,Alfred-Randt-Str. 060 12559 Berlin,2373,13.6060169,52.44050799999999
2445,09,Treptow-Köpenick,9161010,Kita Wuhlmäuse,An der Wuhlheide 171,12459,37466801,18.0,Kindertagesstätte,8166.0,WA-KIB gemeinnützige GmbH,Sonstiger freier Träger,An der Wuhlheide 171 12459 Berlin,2374,13.5447035,52.4659167
2446,09,Treptow-Köpenick,9161020,THOLP Kindergarten,Fürstenwalder Damm 474,12587,68836800,80.0,Kindertagesstätte,8722.0,Stephanus gGmbH,Diakonisches Werk,Fürstenwalder Damm 474 12587 Berlin,2375,13.6236678,52.4564225
2447,09,Treptow-Köpenick,9161030,EKT Rabenkinder,Mandrellaplatz 009,12555,26304591,20.0,Eltern-Initiativ-Kindertagesstätte,8219.0,Baumhaus e.V.,Sonstiger freier Träger,Mandrellaplatz 009 12555 Berlin,2376,13.5798566,52.4551628
2448,09,Treptow-Köpenick,9161040,Kita FindeFuchs,Lindenstr. 035,12555,26034184,41.0,Kindertagesstätte,8230.0,FindeFuchs gUG (haftungsbeschränkt),Sonstiger freier Träger,Lindenstr. 035 12555 Berlin,2377,13.5710715,52.4515089
2449,09,Treptow-Köpenick,9161060,EKT Altstadtkrokodile,Jägerstr. 005,12555,030 67515850,25.0,Eltern-Initiativ-Kindertagesstätte,8242.0,Kinderladen Köpenick e. V.,Elterninitiativ-Kinderladen,Jägerstr. 005 12555 Berlin,2378,13.5778452,52.446022
2450,09,Treptow-Köpenick,9161070,Bewegte Kita,Lindenstr. 026,12555,65017599,25.0,Kindertagesstätte,1320.0,Märkische Kita und Schule gGmbH,Sonstiger freier Träger,Lindenstr. 026 12555 Berlin,2379,13.5683746,52.4537408
2451,09,Treptow-Köpenick,9161080,Kita Wuhlekinder,Kaulsdorfer Str. 245,12555,50566290,23.0,Eltern-Initiativ-Kindertagesstätte,8273.0,Die Wuhlewanderer gGmbH,Sonstiger freier Träger,Kaulsdorfer Str. 245 12555 Berlin,2380,13.5769064,52.4637988
2452,09,Treptow-Köpenick,9161100,Kita Spreekinder,Edisonstr. 019,12459,53217552,45.0,Kindertagesstätte,8131.0,kijufa gGmbH,Sonstiger freier Träger,Edisonstr. 019 12459 Berlin,2381,13.5136446,52.4650286
2453,09,Treptow-Köpenick,9161100,Kita Spreekinder,Edisonstr. 019,12459,53217552,45.0,Kindertagesstätte,8131.0,kijufa gGmbH,Sonstiger freier Träger,Edisonstr. 019 12459 Berlin,2398,13.5136446,52.4650286
2454,09,Treptow-Köpenick,9161280,Kita Spreekinder 2,Edisonstr. 019,12459,53217552,15.0,Kindertagesstätte,8131.0,kijufa gGmbH,Sonstiger freier Träger,Edisonstr. 019 12459 Berlin,2381,13.5136446,52.4650286
2455,09,Treptow-Köpenick,9161280,Kita Spreekinder 2,Edisonstr. 019,12459,53217552,15.0,Kindertagesstätte,8131.0,kijufa gGmbH,Sonstiger freier Träger,Edisonstr. 019 12459 Berlin,2398,13.5136446,52.4650286
2456,09,Treptow-Köpenick,9161110,Kita Kinderstube,Hämmerlingstr. 101,12555,35122282,18.0,Kindertagesstätte,7928.0,Kita Kleine Helden Köpenick gGmbH,Sonstiger freier Träger,Hämmerlingstr. 101 12555 Berlin,2382,13.5739748,52.4583125
2457,09,Treptow-Köpenick,9161120,Kita Plönzwerge,Rathenaustr. 015,12459,33946700,33.0,Kindertagesstätte,8161.0,Sylvester e. V. Berlin,Sonstiger freier Träger,Rathenaustr. 015 12459 Berlin,2383,13.528176,52.4595996
2458,09,Treptow-Köpenick,9161130,Kita Müggelstern,Müggellandstr. 008- 10,12559,65499505,65.0,Kindertagesstätte,8315.0,SBH Nordost GmbH,Sonstiger freier Träger,Müggellandstr. 008- 10 12559 Berlin,2384,13.6586302,52.4156759
2459,09,Treptow-Köpenick,9161140,Kita Pretty World (3),Siemensstr. 014,12459,03053218652,50.0,Kindertagesstätte,8483.0,Pretty World gGmbH,Sonstiger freier Träger,Siemensstr. 014 12459 Berlin,2385,13.5115282,52.464405
2460,09,Treptow-Köpenick,9161150,Kita Waldwurzelzwerge,An der Wuhlheide 173,12459,37466801,15.0,Waldkindergarten,8166.0,WA-KIB gemeinnützige GmbH,Sonstiger freier Träger,An der Wuhlheide 173 12459 Berlin,2386,13.5382444,52.4586623
2461,09,Treptow-Köpenick,9161160,Kita am Wald,Erknerstr. 039,12589,65489227,33.0,Kindertagesstätte,8356.0,NaturTalent Natur- und Erlebnispädagogik Berlin gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Erknerstr. 039 12589 Berlin,2387,13.7217519,52.4380318
2462,09,Treptow-Köpenick,9161170,BOOT-Kita Puchanstraße,Puchanstr. 017/19,12555,32519290,135.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Puchanstr. 017/19 12555 Berlin,2388,13.5783427,52.4543003
2463,09,Treptow-Köpenick,9161180,Kita Ökolinos,Wilhelminenhofstr. 041,12459,37466801,28.0,Kindertagesstätte,8166.0,WA-KIB gemeinnützige GmbH,Sonstiger freier Träger,Wilhelminenhofstr. 041 12459 Berlin,2389,13.5208056,52.4609044
2464,09,Treptow-Köpenick,9161190,Kita Eulenkinder,Schönerlinder Str. 001,12557,26034184,36.0,Kindertagesstätte,8230.0,FindeFuchs gUG (haftungsbeschränkt),Sonstiger freier Träger,Schönerlinder Str. 001 12557 Berlin,2390,13.5687572,52.4427937
2465,09,Treptow-Köpenick,9161200,Kita Glückszeile,Stillerzeile 044,12587,017621564850,63.0,Kindertagesstätte,8449.0,kevisa gGmbH,Sonstiger freier Träger,Stillerzeile 044 12587 Berlin,2391,13.6110595,52.45604890000001
2466,09,Treptow-Köpenick,9161210,Kita Zauberland gUG,Wilhelminenhofstr. 021,12459,24175140,50.0,Kindertagesstätte,8653.0,Kita Zauberland gUG,Sonstiger freier Träger,Wilhelminenhofstr. 021 12459 Berlin,2392,13.5157119,52.46209469999999
2467,09,Treptow-Köpenick,9161220,Kita Schönblick,Schönblicker Str. 002,12589,94411860,27.0,Kindertagesstätte,7549.0,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,Diakonisches Werk,Schönblicker Str. 002 12589 Berlin,2393,13.7200089,52.4384878
2468,09,Treptow-Köpenick,9161230,Kita Pirateninsel,Regattastr. 060,12527,85744346,25.0,Kindertagesstätte,8712.0,KliB Kinder leben in Berlin gUG (haftungsbeschränkt),Sonstiger freier Träger,Regattastr. 060 12527 Berlin,2394,13.5762978,52.4223684
2469,09,Treptow-Köpenick,9161240,Kita Die Inselzwerge,Triglawstr. 008,12589,030/69575505,45.0,Kindertagesstätte,8273.0,Die Wuhlewanderer gGmbH,Sonstiger freier Träger,Triglawstr. 008 12589 Berlin,2395,13.7212254,52.4202461
2470,09,Treptow-Köpenick,9161250,Kita Traumschön,Wilhelminenhofstr. 047B,12459,84422817,38.0,Kindertagesstätte,7713.0,Berliner Traumzauberland gGmbH,Sonstiger freier Träger,Wilhelminenhofstr. 047B 12459 Berlin,2396,13.5235573,52.4599984
2471,09,Treptow-Köpenick,9161270,Freude Kita Köpenick,Müggelheimer Str. 022,12555,26581144,27.0,Kindertagesstätte,8295.0,FREUDE Kindergärten gemeinnützige GmbH,Sonstiger freier Träger,Müggelheimer Str. 022 12555 Berlin,2397,13.5775871,52.4442744
2472,09,Treptow-Köpenick,9161290,Kita Schöneweider Gören,Plönzeile 044,12459,33946700,32.0,Kindertagesstätte,8161.0,Sylvester e. V. Berlin,Sonstiger freier Träger,Plönzeile 044 12459 Berlin,2399,13.5276603,52.4594169
2473,09,Treptow-Köpenick,9161300,Kita Müggelbande,Ludwigshöheweg 018,12559,64095301,80.0,Kindertagesstätte,7549.0,Sozialdiakonische Arbeit Lichtenberg-Oberspree GmbH,Diakonisches Werk,Ludwigshöheweg 018 12559 Berlin,2400,13.6552411,52.415644
2474,09,Treptow-Köpenick,9161310,Kita Rumpelbude,Alter Markt 011,12555,47398912,55.0,Kindertagesstätte,8805.0,Baumhaus gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,Alter Markt 011 12555 Berlin,2401,13.5786133,52.4454819
2475,09,Treptow-Köpenick,9161320,Kita Weltenbummler,Lindenstr. 007,12555,86456543,85.0,Kindertagesstätte,1205.0,BIK e.V. Berliner Institut für Kleinkindpädagogik und familienbegleitende Kinderbetreuung,Sonstiger freier Träger,Lindenstr. 007 12555 Berlin,2402,13.5699868,52.4527916
2476,09,Treptow-Köpenick,9161330,Kita Sokuki,Friedenstr. 008,12489,98392285,20.0,Eltern-Initiativ-Kindertagesstätte,8835.0,Mitmensch Kita e.V.,Elterninitiativ-Kinderladen,Friedenstr. 008 12489 Berlin,2403,13.5473046,52.4361013
2477,09,Treptow-Köpenick,9161340,Kita Admiralfalter,Teichmummelring 077,12527,120 83 21 24,76.0,Kindertagesstätte,8000.0,SOCIUS - Die Bildungspartner gemeinnützige GmbH,Sonstiger freier Träger,Teichmummelring 077 12527 Berlin,2404,13.5759331,52.4235859
2478,09,Treptow-Köpenick,9161350,Die Drei Affen 2,Wendenschloßstr. 143-145,12557,030/23536609,90.0,Kindertagesstätte,8625.0,Die drei Affen gGmbH,Sonstiger freier Träger,Wendenschloßstr. 143-145 12557 Berlin,2405,13.5825497,52.4380307
2479,09,Treptow-Köpenick,9161360,Kita Hoppelhasen,Mandrellaplatz 003,12555,0172/8250390,36.0,Kindertagesstätte,8920.0,Hoppelhasen gUG,Sonstiger freier Träger,Mandrellaplatz 003 12555 Berlin,2406,13.5809876,52.4557169
2480,09,Treptow-Köpenick,9161380,Kids & Pets Spindlersfeld,Ernst-Grube-Str. 030,12555,55235654,160.0,Kindertagesstätte,8974.0,Kids & Pets Kitas gUG (hb),Sonstiger freier Träger,Ernst-Grube-Str. 030 12555 Berlin,2407,13.5630352,52.4493656
2481,09,Treptow-Köpenick,9161390,Kita Vorstadtknirpse,Schönerlinder Str. 005,12557,45963152,27.0,Kindertagesstätte,8161.0,Sylvester e. V. Berlin,Sonstiger freier Träger,Schönerlinder Str. 005 12557 Berlin,2408,13.5677637,52.44304109999999
2482,09,Treptow-Köpenick,9161400,Kita an der Dahme,Regattastr. 127,12527,030/20095400,103.0,Kindertagesstätte,8048.0,Die Wilden 25 gUG (haftungsbeschränkt),Sonstiger freier Träger,Regattastr. 127 12527 Berlin,2409,13.5808009,52.4174434
2483,09,Treptow-Köpenick,9161430,Kitacampus Otto Krüger Zeile 4 / Helmholtzstr.,Otto-Krüger-Zeile 004/6,12459,5350493,250.0,Kindertagesstätte,8377.0,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,Otto-Krüger-Zeile 004/6 12459 Berlin,2411,13.5069381,52.46726830000001
2484,09,Treptow-Köpenick,9161440,Kita Frida,Fürstenwalder Damm 427B,12587,47004443,134.0,Kindertagesstätte,1277.0,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,Fürstenwalder Damm 427B 12587 Berlin,2412,13.6189777,52.456321
2485,09,Treptow-Köpenick,9161450,Kita Friedrichshagen,Albert-Schweitzer-Str. 057,12587,030 / 12252119,60.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Albert-Schweitzer-Str. 057 12587 Berlin,2413,13.6239273,52.45444939999999
2486,09,Treptow-Köpenick,9161460,Kita Kleine Stadtdrachen,Wernsdorfer Str. 007,12527,770 59 509,31.0,Kindertagesstätte,9112.0,Kleine Stadtdrachen gGmbH,Sonstiger freier Träger,Wernsdorfer Str. 007 12527 Berlin,2414,13.6502985,52.3760533
2487,09,Treptow-Köpenick,9161470,"FRÖBEL-Kindergarten ""Seewinkel""",Abendseglersteig 078,12589,61654391,105.0,Kindertagesstätte,1227.0,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,Abendseglersteig 078 12589 Berlin,2415,13.7387414,52.42719839999999
2488,10,Marzahn-Hellersdorf,10210020,Kita Abenteuerland,Altlandsberger Platz 004,12685,549799300,109.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Altlandsberger Platz 004 12685 Berlin,2416,13.5734326,52.5427432
2489,10,Marzahn-Hellersdorf,10210021,Kitaladen Jugendwerk Aufbau Ost,Krummenseer Str. 013,12685,549799300,30.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Krummenseer Str. 013 12685 Berlin,2417,13.5726194,52.5419576
2490,10,Marzahn-Hellersdorf,10210030,Kita Akazieninsel,Allee der Kosmonauten 073,12681,5411093,200.0,Kindertagesstätte,1298.0,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,Allee der Kosmonauten 073 12681 Berlin,2418,13.544085,52.5278837
2491,10,Marzahn-Hellersdorf,10210040,Klax Krippe Mäusekiste und Klax Kindergarten Salamander,Distelfalterstr. 041,12683,565890-01,144.0,Kindertagesstätte,1214.0,KLAX Berlin gGmbH,Sonstiger freier Träger,Distelfalterstr. 041 12683 Berlin,2419,13.570209,52.5017907
2492,10,Marzahn-Hellersdorf,10210050,Kita Biesdorfer Zwergenhaus,Braunsdorfstr. 011,12683,030 5143 870,38.0,Kindertagesstätte,1233.0,FiPP e. V. - Fortbildungsinstitut für die pädagogische Praxis,Sonstiger freier Träger,Braunsdorfstr. 011 12683 Berlin,2420,13.5511203,52.5122018
2493,10,Marzahn-Hellersdorf,10210060,Kita Teremok,Bruno-Baum-Str. 058-60,12685,34665312,235.0,Kindertagesstätte,8368.0,MITRA bilinguale Kindergärten gemeinnützige GmbH,Sonstiger freier Träger,Bruno-Baum-Str. 058-60 12685 Berlin,2421,13.5432011,52.5376607
2494,10,Marzahn-Hellersdorf,10210070,Die Senfkörner,Allee der Kosmonauten 079,12681,54431391,35.0,Kindertagesstätte,1378.0,Die Senfkörner e.V.,Sonstiger freier Träger,Allee der Kosmonauten 079 12681 Berlin,2422,13.5432042,52.52665349999999
